ce_id,u_id,p_id
20811,102411,102411
20812,211457,211457
20813,348181,348181
20814,596786,596786
20815,274327,274327
20816,558746,558746
20817,236951,236951
20818,433604,433604
20819,528445,528445
20820,236457,236457
20821,434742,434742
20822,499920,499920
20823,160537,160537
20824,463172,463172
20825,470133,470133
20826,285306,285306
20827,229223,229223
20828,161824,161824
20829,384863,384863
20830,310545,310545
20831,370682,370682
20832,483057,483057
20833,459115,459115
20834,593621,593621
20835,258921,258921
20836,188027,188027
20837,402487,402487
20838,130216,130216
20839,563825,563825
20840,301991,301991
20841,526518,526518
20842,424610,424610
20843,318738,318738
20844,156679,156679
20845,107266,107266
20846,373259,373259
20847,161469,161469
20848,518394,518394
20849,552266,552266
20850,130611,130611
20851,279797,279797
20852,238822,238822
20853,194108,194108
20854,260278,260278
20855,347104,347104
20856,145968,145968
20857,508754,508754
20858,548559,548559
20859,211705,211705
20860,530319,530319
20861,182938,182938
20862,386185,386185
20863,221513,221513
20864,452773,452773
20865,212795,212795
20866,580884,580884
20867,276987,276987
20868,566062,566062
20869,188148,188148
20870,402840,402840
20871,462563,462563
20872,297867,297867
20873,375901,375901
20874,122818,122818
20875,343906,343906
20876,374823,374823
20877,429243,429243
20878,557402,557402
20879,574545,574545
20880,104284,104284
20881,392308,392308
20882,174614,174614
20883,222013,222013
20884,365121,365121
20885,366266,366266
20886,326774,326774
20887,597780,597780
20888,270432,270432
20889,592482,592482
20890,205138,205138
20891,242560,242560
20892,105704,105704
20893,260039,260039
20894,279440,279440
20895,470230,470230
20896,585718,585718
20897,201497,201497
20898,429332,429332
20899,410459,410459
20900,345796,345796
20901,241104,241104
20902,112860,112860
20903,269758,269758
20904,356039,356039
20905,460568,460568
20906,508708,508708
20907,571666,571666
20908,251667,251667
20909,101205,101205
20910,474040,474040
20911,577150,577150
20912,424383,424383
20913,255931,255931
20914,408676,408676
20915,174248,174248
20916,498929,498929
20917,271659,271659
20918,110983,110983
20919,179573,179573
20920,470039,470039
20921,462359,462359
20922,122117,122117
20923,425949,425949
20924,407353,407353
20925,124527,124527
20926,329730,329730
20927,247261,247261
20928,294904,294904
20929,528666,528666
20930,112852,112852
20931,259540,259540
20932,169689,169689
20933,133591,133591
20934,334668,334668
20935,130042,130042
20936,324138,324138
20937,187006,187006
20938,475303,475303
20939,209779,209779
20940,559722,559722
20941,383606,383606
20942,173328,173328
20943,460731,460731
20944,208683,208683
20945,307924,307924
20946,581379,581379
20947,168636,168636
20948,312313,312313
20949,338161,338161
20950,316031,316031
20951,129664,129664
20952,591488,591488
20953,256744,256744
20954,430471,430471
20955,299631,299631
20956,403103,403103
20957,335560,335560
20958,511100,511100
20959,459251,459251
20960,304072,304072
20961,485239,485239
20962,552528,552528
20963,459901,459901
20964,141622,141622
20965,560065,560065
20966,303331,303331
20967,422840,422840
20968,108570,108570
20969,273449,273449
20970,425397,425397
20971,389065,389065
20972,118522,118522
20973,219582,219582
20974,176633,176633
20975,358474,358474
20976,432713,432713
20977,174030,174030
20978,426944,426944
20979,253623,253623
20980,180008,180008
20981,224109,224109
20982,593203,593203
20983,531238,531238
20984,591584,591584
20985,220848,220848
20986,572726,572726
20987,347559,347559
20988,339386,339386
20989,596114,596114
20990,305036,305036
20991,177071,177071
20992,172086,172086
20993,537536,537536
20994,494947,494947
20995,509391,509391
20996,411148,411148
20997,212704,212704
20998,270745,270745
20999,224999,224999
21000,348090,348090
21001,388541,388541
21002,586105,586105
21003,583779,583779
21004,311393,311393
21005,549969,549969
21006,136093,136093
21007,155996,155996
21008,291720,291720
21009,491402,491402
21010,229573,229573
21011,241964,241964
21012,492943,492943
21013,295586,295586
21014,382730,382730
21015,555351,555351
21016,360983,360983
21017,190646,190646
21018,183678,183678
21019,225409,225409
21020,240140,240140
21021,345198,345198
21022,198742,198742
21023,223367,223367
21024,177707,177707
21025,446726,446726
21026,155413,155413
21027,169731,169731
21028,399701,399701
21029,389621,389621
21030,235942,235942
21031,496178,496178
21032,373143,373143
21033,365998,365998
21034,555331,555331
21035,143329,143329
21036,399208,399208
21037,480693,480693
21038,199417,199417
21039,199090,199090
21040,318886,318886
21041,350996,350996
21042,581741,581741
21043,541010,541010
21044,146349,146349
21045,487861,487861
21046,148554,148554
21047,371166,371166
21048,493808,493808
21049,110308,110308
21050,328867,328867
21051,150020,150020
21052,281269,281269
21053,280213,280213
21054,289251,289251
21055,335814,335814
21056,545713,545713
21057,234785,234785
21058,413639,413639
21059,567075,567075
21060,156793,156793
21061,575183,575183
21062,290941,290941
21063,163907,163907
21064,273795,273795
21065,361970,361970
21066,284009,284009
21067,504007,504007
21068,342909,342909
21069,343264,343264
21070,166794,166794
21071,177036,177036
21072,265336,265336
21073,223360,223360
21074,382180,382180
21075,562450,562450
21076,338978,338978
21077,502588,502588
21078,544475,544475
21079,359366,359366
21080,547608,547608
21081,350655,350655
21082,413639,413639
21083,375994,375994
21084,556109,556109
21085,135576,135576
21086,178950,178950
21087,465388,465388
21088,244188,244188
21089,245990,245990
21090,156251,156251
21091,565439,565439
21092,394107,394107
21093,393552,393552
21094,533729,533729
21095,512072,512072
21096,477223,477223
21097,596243,596243
21098,496045,496045
21099,361955,361955
21100,103877,103877
21101,499803,499803
21102,164522,164522
21103,300537,300537
21104,499343,499343
21105,470557,470557
21106,587259,587259
21107,310987,310987
21108,414743,414743
21109,594439,594439
21110,575895,575895
21111,119676,119676
21112,125512,125512
21113,281221,281221
21114,299619,299619
21115,538553,538553
21116,335646,335646
21117,431331,431331
21118,293809,293809
21119,291277,291277
21120,519385,519385
21121,159240,159240
21122,163009,163009
21123,478677,478677
21124,239228,239228
21125,511023,511023
21126,292833,292833
21127,488020,488020
21128,429668,429668
21129,126313,126313
21130,508793,508793
21131,584282,584282
21132,433459,433459
21133,579264,579264
21134,504062,504062
21135,253089,253089
21136,167275,167275
21137,133831,133831
21138,329062,329062
21139,459147,459147
21140,276618,276618
21141,460907,460907
21142,249010,249010
21143,191681,191681
21144,212163,212163
21145,400124,400124
21146,184649,184649
21147,586442,586442
21148,226070,226070
21149,376088,376088
21150,133493,133493
21151,389339,389339
21152,487483,487483
21153,429454,429454
21154,517094,517094
21155,457343,457343
21156,124223,124223
21157,296113,296113
21158,598456,598456
21159,238370,238370
21160,411883,411883
21161,171299,171299
21162,419401,419401
21163,571948,571948
21164,268835,268835
21165,583420,583420
21166,498908,498908
21167,383289,383289
21168,245204,245204
21169,466253,466253
21170,322573,322573
21171,442800,442800
21172,599284,599284
21173,447548,447548
21174,340027,340027
21175,281899,281899
21176,188764,188764
21177,363366,363366
21178,547757,547757
21179,118654,118654
21180,593625,593625
21181,565612,565612
21182,240581,240581
21183,179930,179930
21184,371007,371007
21185,304859,304859
21186,499142,499142
21187,111942,111942
21188,256870,256870
21189,422882,422882
21190,382884,382884
21191,248486,248486
21192,137514,137514
21193,286786,286786
21194,430968,430968
21195,101568,101568
21196,423346,423346
21197,330659,330659
21198,131210,131210
21199,566733,566733
21200,518935,518935
21201,334181,334181
21202,392081,392081
21203,168903,168903
21204,566678,566678
21205,488776,488776
21206,198424,198424
21207,467345,467345
21208,556366,556366
21209,129892,129892
21210,310411,310411
21211,591485,591485
21212,382918,382918
21213,443236,443236
21214,342841,342841
21215,321648,321648
21216,181073,181073
21217,176495,176495
21218,561082,561082
21219,449273,449273
21220,137792,137792
21221,367828,367828
21222,266313,266313
21223,340532,340532
21224,510339,510339
21225,504400,504400
21226,413183,413183
21227,402689,402689
21228,539738,539738
21229,466607,466607
21230,461550,461550
21231,184904,184904
21232,144403,144403
21233,337911,337911
21234,457173,457173
21235,157217,157217
21236,258070,258070
21237,376951,376951
21238,148603,148603
21239,532280,532280
21240,595219,595219
21241,118213,118213
21242,539617,539617
21243,356846,356846
21244,298928,298928
21245,130629,130629
21246,308850,308850
21247,453361,453361
21248,303125,303125
21249,363561,363561
21250,105636,105636
21251,354486,354486
21252,376341,376341
21253,391877,391877
21254,598211,598211
21255,104358,104358
21256,479804,479804
21257,593245,593245
21258,163254,163254
21259,308076,308076
21260,387864,387864
21261,158077,158077
21262,287413,287413
21263,578815,578815
21264,469540,469540
21265,321284,321284
21266,393373,393373
21267,512724,512724
21268,391462,391462
21269,474473,474473
21270,425670,425670
21271,178193,178193
21272,205782,205782
21273,184283,184283
21274,239134,239134
21275,453541,453541
21276,245912,245912
21277,530324,530324
21278,279704,279704
21279,144447,144447
21280,510635,510635
21281,182251,182251
21282,273769,273769
21283,491182,491182
21284,301096,301096
21285,290697,290697
21286,431931,431931
21287,390693,390693
21288,405420,405420
21289,209542,209542
21290,410549,410549
21291,207535,207535
21292,272267,272267
21293,452428,452428
21294,152541,152541
21295,588502,588502
21296,413784,413784
21297,347680,347680
21298,364557,364557
21299,337062,337062
21300,157615,157615
21301,522100,522100
21302,546989,546989
21303,598855,598855
21304,408134,408134
21305,134886,134886
21306,340202,340202
21307,247573,247573
21308,194455,194455
21309,161786,161786
21310,358737,358737
21311,434556,434556
21312,490831,490831
21313,244828,244828
21314,374068,374068
21315,497068,497068
21316,575189,575189
21317,492647,492647
21318,260064,260064
21319,151176,151176
21320,412832,412832
21321,384522,384522
21322,344174,344174
21323,414518,414518
21324,587720,587720
21325,572637,572637
21326,174992,174992
21327,296815,296815
21328,110324,110324
21329,460877,460877
21330,349223,349223
21331,530456,530456
21332,448483,448483
21333,424166,424166
21334,236206,236206
21335,488403,488403
21336,377601,377601
21337,216535,216535
21338,309506,309506
21339,576496,576496
21340,419167,419167
21341,535442,535442
21342,520216,520216
21343,358695,358695
21344,564998,564998
21345,465597,465597
21346,522421,522421
21347,331296,331296
21348,327781,327781
21349,167745,167745
21350,561615,561615
21351,550392,550392
21352,147707,147707
21353,146875,146875
21354,229428,229428
21355,354284,354284
21356,223266,223266
21357,529811,529811
21358,226844,226844
21359,394395,394395
21360,266486,266486
21361,565485,565485
21362,133740,133740
21363,111149,111149
21364,583183,583183
21365,594971,594971
21366,568104,568104
21367,574984,574984
21368,169899,169899
21369,383600,383600
21370,267774,267774
21371,129759,129759
21372,385775,385775
21373,411890,411890
21374,537554,537554
21375,487833,487833
21376,574415,574415
21377,214323,214323
21378,413744,413744
21379,240801,240801
21380,376170,376170
21381,484258,484258
21382,271821,271821
21383,421649,421649
21384,440112,440112
21385,203470,203470
21386,380613,380613
21387,229767,229767
21388,559664,559664
21389,257443,257443
21390,223878,223878
21391,372306,372306
21392,398004,398004
21393,453564,453564
21394,563740,563740
21395,249385,249385
21396,343778,343778
21397,184360,184360
21398,300432,300432
21399,450427,450427
21400,546140,546140
21401,301619,301619
21402,162238,162238
21403,281410,281410
21404,209685,209685
21405,552227,552227
21406,420670,420670
21407,164362,164362
21408,258725,258725
21409,328811,328811
21410,203904,203904
21411,214447,214447
21412,310871,310871
21413,420758,420758
21414,465327,465327
21415,180988,180988
21416,531748,531748
21417,502806,502806
21418,299293,299293
21419,188285,188285
21420,280742,280742
21421,408954,408954
21422,177533,177533
21423,573990,573990
21424,289026,289026
21425,221685,221685
21426,454297,454297
21427,523929,523929
21428,516742,516742
21429,381699,381699
21430,378450,378450
21431,378045,378045
21432,394702,394702
21433,348480,348480
21434,241671,241671
21435,217768,217768
21436,144904,144904
21437,551733,551733
21438,458235,458235
21439,149803,149803
21440,300527,300527
21441,550196,550196
21442,382939,382939
21443,144702,144702
21444,298456,298456
21445,121243,121243
21446,347086,347086
21447,592932,592932
21448,487526,487526
21449,203567,203567
21450,485808,485808
21451,383078,383078
21452,396260,396260
21453,136386,136386
21454,221142,221142
21455,515018,515018
21456,152643,152643
21457,593616,593616
21458,545915,545915
21459,462035,462035
21460,552376,552376
21461,219021,219021
21462,155852,155852
21463,296546,296546
21464,316353,316353
21465,595897,595897
21466,393877,393877
21467,360411,360411
21468,330449,330449
21469,162341,162341
21470,450431,450431
21471,177900,177900
21472,560601,560601
21473,402602,402602
21474,158329,158329
21475,530323,530323
21476,263444,263444
21477,190523,190523
21478,371512,371512
21479,319642,319642
21480,395296,395296
21481,344617,344617
21482,277359,277359
21483,132247,132247
21484,249756,249756
21485,405971,405971
21486,296269,296269
21487,206586,206586
21488,303348,303348
21489,462881,462881
21490,149937,149937
21491,190284,190284
21492,454359,454359
21493,398904,398904
21494,351488,351488
21495,296684,296684
21496,324833,324833
21497,163394,163394
21498,463559,463559
21499,126509,126509
21500,362720,362720
21501,325020,325020
21502,142471,142471
21503,138763,138763
21504,279977,279977
21505,122544,122544
21506,320897,320897
21507,569558,569558
21508,427601,427601
21509,157673,157673
21510,341565,341565
21511,204789,204789
21512,289480,289480
21513,507112,507112
21514,462891,462891
21515,370593,370593
21516,509684,509684
21517,265369,265369
21518,185115,185115
21519,184622,184622
21520,307623,307623
21521,207804,207804
21522,375555,375555
21523,449639,449639
21524,247997,247997
21525,450877,450877
21526,222471,222471
21527,237807,237807
21528,135588,135588
21529,281031,281031
21530,340074,340074
21531,163578,163578
21532,253674,253674
21533,229558,229558
21534,188030,188030
21535,573037,573037
21536,108224,108224
21537,192159,192159
21538,236940,236940
21539,466218,466218
21540,408306,408306
21541,247724,247724
21542,531223,531223
21543,100568,100568
21544,485218,485218
21545,426094,426094
21546,536493,536493
21547,221885,221885
21548,578750,578750
21549,263576,263576
21550,415458,415458
21551,305483,305483
21552,597511,597511
21553,269384,269384
21554,511142,511142
21555,258686,258686
21556,154728,154728
21557,529520,529520
21558,201277,201277
21559,149890,149890
21560,428660,428660
21561,573468,573468
21562,153720,153720
21563,195983,195983
21564,477336,477336
21565,177471,177471
21566,576109,576109
21567,196089,196089
21568,519332,519332
21569,529738,529738
21570,236116,236116
21571,306016,306016
21572,183137,183137
21573,528066,528066
21574,430741,430741
21575,369702,369702
21576,471334,471334
21577,368006,368006
21578,256058,256058
21579,506013,506013
21580,538838,538838
21581,154818,154818
21582,195371,195371
21583,111997,111997
21584,339092,339092
21585,237278,237278
21586,377312,377312
21587,579664,579664
21588,361616,361616
21589,390362,390362
21590,141625,141625
21591,295956,295956
21592,415175,415175
21593,276647,276647
21594,417996,417996
21595,489813,489813
21596,514419,514419
21597,457824,457824
21598,390328,390328
21599,246928,246928
21600,313897,313897
21601,394433,394433
21602,576775,576775
21603,335291,335291
21604,403653,403653
21605,252191,252191
21606,198328,198328
21607,502876,502876
21608,308684,308684
21609,570883,570883
21610,431750,431750
21611,119448,119448
21612,589807,589807
21613,188980,188980
21614,181839,181839
21615,377656,377656
21616,192796,192796
21617,548440,548440
21618,344283,344283
21619,567769,567769
21620,180207,180207
21621,147358,147358
21622,516926,516926
21623,196831,196831
21624,527429,527429
21625,442685,442685
21626,379453,379453
21627,412779,412779
21628,383435,383435
21629,365732,365732
21630,261630,261630
21631,204934,204934
21632,194518,194518
21633,181687,181687
21634,576061,576061
21635,569974,569974
21636,211003,211003
21637,220333,220333
21638,573464,573464
21639,133887,133887
21640,496187,496187
21641,346470,346470
21642,476099,476099
21643,279903,279903
21644,528506,528506
21645,565415,565415
21646,397299,397299
21647,510783,510783
21648,513488,513488
21649,573802,573802
21650,580662,580662
21651,529999,529999
21652,595183,595183
21653,126226,126226
21654,107328,107328
21655,411567,411567
21656,199351,199351
21657,428113,428113
21658,345260,345260
21659,162862,162862
21660,172748,172748
21661,527220,527220
21662,468795,468795
21663,497440,497440
21664,365140,365140
21665,381826,381826
21666,510230,510230
21667,295541,295541
21668,269830,269830
21669,277477,277477
21670,459919,459919
21671,581225,581225
21672,471777,471777
21673,497169,497169
21674,148761,148761
21675,216739,216739
21676,584411,584411
21677,327738,327738
21678,154617,154617
21679,531369,531369
21680,193868,193868
21681,541291,541291
21682,473779,473779
21683,366239,366239
21684,322117,322117
21685,294159,294159
21686,420020,420020
21687,216383,216383
21688,385861,385861
21689,228199,228199
21690,124546,124546
21691,210776,210776
21692,405577,405577
21693,200956,200956
21694,554044,554044
21695,331711,331711
21696,515009,515009
21697,529692,529692
21698,500579,500579
21699,196502,196502
21700,146766,146766
21701,285396,285396
21702,230111,230111
21703,238515,238515
21704,267643,267643
21705,499921,499921
21706,133385,133385
21707,530263,530263
21708,328465,328465
21709,450030,450030
21710,152301,152301
21711,182158,182158
21712,136946,136946
21713,271702,271702
21714,103083,103083
21715,428211,428211
21716,591621,591621
21717,314468,314468
21718,429353,429353
21719,404592,404592
21720,481985,481985
21721,468931,468931
21722,181345,181345
21723,503055,503055
21724,115496,115496
21725,261658,261658
21726,181885,181885
21727,246514,246514
21728,227537,227537
21729,484228,484228
21730,531162,531162
21731,256241,256241
21732,485869,485869
21733,598465,598465
21734,539192,539192
21735,304085,304085
21736,380047,380047
21737,536876,536876
21738,518334,518334
21739,225236,225236
21740,165469,165469
21741,522803,522803
21742,275965,275965
21743,160530,160530
21744,148574,148574
21745,534353,534353
21746,543716,543716
21747,450467,450467
21748,216738,216738
21749,403277,403277
21750,233233,233233
21751,529243,529243
21752,173392,173392
21753,403920,403920
21754,469110,469110
21755,363246,363246
21756,475977,475977
21757,431608,431608
21758,450964,450964
21759,492511,492511
21760,409113,409113
21761,471195,471195
21762,250887,250887
21763,571874,571874
21764,490766,490766
21765,364326,364326
21766,248473,248473
21767,303792,303792
21768,160559,160559
21769,545570,545570
21770,279137,279137
21771,461780,461780
21772,224943,224943
21773,216427,216427
21774,100887,100887
21775,233790,233790
21776,421668,421668
21777,516906,516906
21778,353373,353373
21779,294472,294472
21780,313229,313229
21781,477930,477930
21782,217845,217845
21783,547978,547978
21784,297637,297637
21785,395366,395366
21786,318025,318025
21787,103935,103935
21788,415579,415579
21789,135527,135527
21790,499018,499018
21791,550806,550806
21792,584889,584889
21793,218282,218282
21794,374738,374738
21795,508330,508330
21796,445971,445971
21797,281922,281922
21798,561219,561219
21799,474733,474733
21800,276613,276613
21801,241063,241063
21802,545164,545164
21803,310807,310807
21804,283823,283823
21805,561815,561815
21806,418262,418262
21807,280075,280075
21808,395750,395750
21809,319426,319426
21810,224948,224948
21811,549504,549504
21812,219799,219799
21813,112760,112760
21814,354013,354013
21815,336114,336114
21816,534381,534381
21817,227900,227900
21818,558793,558793
21819,444170,444170
21820,274699,274699
21821,330419,330419
21822,433666,433666
21823,277299,277299
21824,426188,426188
21825,566195,566195
21826,230772,230772
21827,342837,342837
21828,208407,208407
21829,455415,455415
21830,138046,138046
21831,235572,235572
21832,350970,350970
21833,520957,520957
21834,250561,250561
21835,226595,226595
21836,155148,155148
21837,565524,565524
21838,535324,535324
21839,557103,557103
21840,512073,512073
21841,584796,584796
21842,458996,458996
21843,550209,550209
21844,181127,181127
21845,487318,487318
21846,149045,149045
21847,319022,319022
21848,319362,319362
21849,143308,143308
21850,152320,152320
21851,595731,595731
21852,179802,179802
21853,498274,498274
21854,348097,348097
21855,443021,443021
21856,506200,506200
21857,332982,332982
21858,156762,156762
21859,384564,384564
21860,139421,139421
21861,122251,122251
21862,266042,266042
21863,524847,524847
21864,459061,459061
21865,558786,558786
21866,148321,148321
21867,595443,595443
21868,383272,383272
21869,331349,331349
21870,444572,444572
21871,378668,378668
21872,233078,233078
21873,281336,281336
21874,117738,117738
21875,263673,263673
21876,103152,103152
21877,229232,229232
21878,426415,426415
21879,512125,512125
21880,547288,547288
21881,584874,584874
21882,105512,105512
21883,595377,595377
21884,433688,433688
21885,132946,132946
21886,275554,275554
21887,504607,504607
21888,357408,357408
21889,341400,341400
21890,153320,153320
21891,558924,558924
21892,472333,472333
21893,220349,220349
21894,544261,544261
21895,441039,441039
21896,253859,253859
21897,468043,468043
21898,395152,395152
21899,293440,293440
21900,459378,459378
21901,442087,442087
21902,332502,332502
21903,574048,574048
21904,213939,213939
21905,189511,189511
21906,545981,545981
21907,193789,193789
21908,547307,547307
21909,537840,537840
21910,206529,206529
21911,330448,330448
21912,320542,320542
21913,228008,228008
21914,127658,127658
21915,546798,546798
21916,121397,121397
21917,421181,421181
21918,256973,256973
21919,497454,497454
21920,209874,209874
21921,593380,593380
21922,154229,154229
21923,162381,162381
21924,216032,216032
21925,271685,271685
21926,109174,109174
21927,399975,399975
21928,554349,554349
21929,419365,419365
21930,153490,153490
21931,442378,442378
21932,574052,574052
21933,242782,242782
21934,353910,353910
21935,388882,388882
21936,292266,292266
21937,354416,354416
21938,439836,439836
21939,168113,168113
21940,190395,190395
21941,372437,372437
21942,564000,564000
21943,449731,449731
21944,104471,104471
21945,599268,599268
21946,291445,291445
21947,278226,278226
21948,190550,190550
21949,484551,484551
21950,513117,513117
21951,380614,380614
21952,542234,542234
21953,303095,303095
21954,309047,309047
21955,372301,372301
21956,464435,464435
21957,579240,579240
21958,278088,278088
21959,223405,223405
21960,357198,357198
21961,273459,273459
21962,440643,440643
21963,254517,254517
21964,214691,214691
21965,370595,370595
21966,465650,465650
21967,196031,196031
21968,159945,159945
21969,579464,579464
21970,452323,452323
21971,379423,379423
21972,118330,118330
21973,279439,279439
21974,411017,411017
21975,372029,372029
21976,480486,480486
21977,345402,345402
21978,525192,525192
21979,128828,128828
21980,354624,354624
21981,222153,222153
21982,243477,243477
21983,516742,516742
21984,589312,589312
21985,189830,189830
21986,222635,222635
21987,325388,325388
21988,542251,542251
21989,542735,542735
21990,359823,359823
21991,373627,373627
21992,432163,432163
21993,191298,191298
21994,410743,410743
21995,520354,520354
21996,573781,573781
21997,226110,226110
21998,319246,319246
21999,531004,531004
22000,344724,344724
22001,519934,519934
22002,105928,105928
22003,338297,338297
22004,542386,542386
22005,550327,550327
22006,341582,341582
22007,551524,551524
22008,593958,593958
22009,467909,467909
22010,167034,167034
22011,533025,533025
22012,311255,311255
22013,225353,225353
22014,448114,448114
22015,191666,191666
22016,298739,298739
22017,217073,217073
22018,576821,576821
22019,353465,353465
22020,126669,126669
22021,281373,281373
22022,219315,219315
22023,403725,403725
22024,101182,101182
22025,483877,483877
22026,204816,204816
22027,234960,234960
22028,523651,523651
22029,105679,105679
22030,386475,386475
22031,130378,130378
22032,447453,447453
22033,582198,582198
22034,461803,461803
22035,305751,305751
22036,277275,277275
22037,485904,485904
22038,248632,248632
22039,156494,156494
22040,167949,167949
22041,239395,239395
22042,557574,557574
22043,549840,549840
22044,211229,211229
22045,526192,526192
22046,109300,109300
22047,469590,469590
22048,374391,374391
22049,298064,298064
22050,403886,403886
22051,149520,149520
22052,273434,273434
22053,489316,489316
22054,160301,160301
22055,292772,292772
22056,571254,571254
22057,409703,409703
22058,577761,577761
22059,116851,116851
22060,430680,430680
22061,127788,127788
22062,592937,592937
22063,291485,291485
22064,566430,566430
22065,124959,124959
22066,161468,161468
22067,319759,319759
22068,510164,510164
22069,357238,357238
22070,353451,353451
22071,176474,176474
22072,501839,501839
22073,303497,303497
22074,424081,424081
22075,589162,589162
22076,396129,396129
22077,571014,571014
22078,508039,508039
22079,528397,528397
22080,313366,313366
22081,581660,581660
22082,556784,556784
22083,238009,238009
22084,548633,548633
22085,541749,541749
22086,135128,135128
22087,514330,514330
22088,597593,597593
22089,383517,383517
22090,398498,398498
22091,330398,330398
22092,229039,229039
22093,443018,443018
22094,570287,570287
22095,240073,240073
22096,514730,514730
22097,512626,512626
22098,402540,402540
22099,448205,448205
22100,445228,445228
22101,479344,479344
22102,477262,477262
22103,149350,149350
22104,588148,588148
22105,593499,593499
22106,586336,586336
22107,478671,478671
22108,208687,208687
22109,471078,471078
22110,211771,211771
22111,506663,506663
22112,155140,155140
22113,225193,225193
22114,246992,246992
22115,459274,459274
22116,378376,378376
22117,386098,386098
22118,419686,419686
22119,429608,429608
22120,573777,573777
22121,333106,333106
22122,551608,551608
22123,556444,556444
22124,306243,306243
22125,479474,479474
22126,114717,114717
22127,273721,273721
22128,120262,120262
22129,537159,537159
22130,491943,491943
22131,356612,356612
22132,340702,340702
22133,300740,300740
22134,323507,323507
22135,550832,550832
22136,223840,223840
22137,416837,416837
22138,124165,124165
22139,410597,410597
22140,528227,528227
22141,545843,545843
22142,452029,452029
22143,490734,490734
22144,563938,563938
22145,150936,150936
22146,586194,586194
22147,160006,160006
22148,246058,246058
22149,145618,145618
22150,126229,126229
22151,160645,160645
22152,397058,397058
22153,508153,508153
22154,307143,307143
22155,569556,569556
22156,468886,468886
22157,472744,472744
22158,538474,538474
22159,149123,149123
22160,185529,185529
22161,591115,591115
22162,196441,196441
22163,455822,455822
22164,306763,306763
22165,487806,487806
22166,584605,584605
22167,444876,444876
22168,149718,149718
22169,134664,134664
22170,541132,541132
22171,383154,383154
22172,183285,183285
22173,315626,315626
22174,111520,111520
22175,397680,397680
22176,127296,127296
22177,197498,197498
22178,235354,235354
22179,122712,122712
22180,151335,151335
22181,266847,266847
22182,354174,354174
22183,411661,411661
22184,126964,126964
22185,476807,476807
22186,216370,216370
22187,202966,202966
22188,494334,494334
22189,132480,132480
22190,548977,548977
22191,551176,551176
22192,392539,392539
22193,143039,143039
22194,220367,220367
22195,464829,464829
22196,506856,506856
22197,539917,539917
22198,357811,357811
22199,514932,514932
22200,495703,495703
22201,170487,170487
22202,113166,113166
22203,320716,320716
22204,354675,354675
22205,557194,557194
22206,265377,265377
22207,248449,248449
22208,377871,377871
22209,399143,399143
22210,113817,113817
22211,428516,428516
22212,209295,209295
22213,579247,579247
22214,503522,503522
22215,358729,358729
22216,513848,513848
22217,383978,383978
22218,268857,268857
22219,124345,124345
22220,207563,207563
22221,147968,147968
22222,178215,178215
22223,417233,417233
22224,563701,563701
22225,353351,353351
22226,473141,473141
22227,173963,173963
22228,577095,577095
22229,310823,310823
22230,202619,202619
22231,530594,530594
22232,423706,423706
22233,157743,157743
22234,432003,432003
22235,187093,187093
22236,165047,165047
22237,387351,387351
22238,423955,423955
22239,128187,128187
22240,357017,357017
22241,503377,503377
22242,447090,447090
22243,419789,419789
22244,290705,290705
22245,408167,408167
22246,124518,124518
22247,165298,165298
22248,211809,211809
22249,336189,336189
22250,364008,364008
22251,191576,191576
22252,555354,555354
22253,182545,182545
22254,269351,269351
22255,189134,189134
22256,578440,578440
22257,177587,177587
22258,407345,407345
22259,579624,579624
22260,366106,366106
22261,475025,475025
22262,510374,510374
22263,398232,398232
22264,359082,359082
22265,297307,297307
22266,169990,169990
22267,458696,458696
22268,211422,211422
22269,248681,248681
22270,565268,565268
22271,180553,180553
22272,264245,264245
22273,498461,498461
22274,121191,121191
22275,261712,261712
22276,269617,269617
22277,446460,446460
22278,480133,480133
22279,337558,337558
22280,385465,385465
22281,591148,591148
22282,563753,563753
22283,313906,313906
22284,566898,566898
22285,272394,272394
22286,273462,273462
22287,472216,472216
22288,433440,433440
22289,524650,524650
22290,343506,343506
22291,494803,494803
22292,449079,449079
22293,527857,527857
22294,166341,166341
22295,599019,599019
22296,242640,242640
22297,548018,548018
22298,560581,560581
22299,394379,394379
22300,326155,326155
22301,391342,391342
22302,348073,348073
22303,395530,395530
22304,308466,308466
22305,149194,149194
22306,244765,244765
22307,451402,451402
22308,441235,441235
22309,406238,406238
22310,101023,101023
22311,183627,183627
22312,352751,352751
22313,575542,575542
22314,126460,126460
22315,178009,178009
22316,506445,506445
22317,435699,435699
22318,195545,195545
22319,457787,457787
22320,580101,580101
22321,557399,557399
22322,407512,407512
22323,528711,528711
22324,297388,297388
22325,165652,165652
22326,558889,558889
22327,567587,567587
22328,597304,597304
22329,588486,588486
22330,153536,153536
22331,147485,147485
22332,164144,164144
22333,275093,275093
22334,134902,134902
22335,532930,532930
22336,418146,418146
22337,517121,517121
22338,364009,364009
22339,284866,284866
22340,559735,559735
22341,597088,597088
22342,332896,332896
22343,410961,410961
22344,110509,110509
22345,195421,195421
22346,195158,195158
22347,101363,101363
22348,459837,459837
22349,319413,319413
22350,248268,248268
22351,154215,154215
22352,121893,121893
22353,376780,376780
22354,103610,103610
22355,552246,552246
22356,524943,524943
22357,350327,350327
22358,263868,263868
22359,414153,414153
22360,316862,316862
22361,579126,579126
22362,490102,490102
22363,117868,117868
22364,469486,469486
